gene,seq_length,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Psma5,241,-1,-2,-1,-1,-1,-2,-2,-1,-1,0,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,-3,-2,-1,-1,0,0,0,0,1,0,0,-1,-1,-1,-2,-1,-1,-1,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-2,-3,-4,-4,-3,-3,-3,-3,-3,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,-2,-2,-3,-3,-3,-4,-5,-5,-6
Ccdc124,217,7,6,7,5,4,3,2,2,3,3,4,2,1,0,1,1,0,0,0,0,-1,0,1,1,0,-1,0,0,1,1,1,1,-1,0,0,0,2,3,4,3,2,3,5,6,5,4,3,2,0,-1,1,1,1,0,1,3,2,3,3,2,1,1,2,3,3,4,4,3,2,3,2,1,0,0,1,3,3,4,6,6,4,4,3,2,3,2,3,3,2,2,1,1,1,0,-1,-2,-3,-3,-3,-2
Nampt,491,0,-1,0,0,0,0,1,1,1,1,2,1,2,3,3,2,3,3,4,3,4,5,5,6,5,4,3,3,3,3,3,3,2,2,2,2,2,2,4,4,3,5,4,4,4,5,5,6,4,5,4,3,2,1,2,2,3,3,4,3,3,3,3,2,1,1,1,1,-1,0,0,-1,-1,-2,-2,-2,-3,-3,-2,-4,-4,-4,-3,-3,-4,-4,-4,-3,-4,-3,-3,-4,-4,-3,-2,-2,-2,-1,0,-1
Ptpn2,406,-3,-5,-5,-5,-5,-4,-3,-4,-2,-2,-1,-1,-1,1,1,2,2,2,2,3,2,2,2,2,3,2,1,1,3,3,4,5,5,5,5,3,3,2,1,1,1,2,2,1,1,-1,-1,-3,-4,-5,-4,-3,-3,-3,-3,-2,-2,-2,-3,-3,-4,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,0,0,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3
Parp9,866,2,1,0,0,0,0,1,2,3,4,4,4,4,3,4,2,2,2,2,2,3,3,3,3,3,3,3,2,0,-1,-1,-1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,1,1,1,2,4,4,4,4,4,3,3,2,2,2,2,2,3,2,1,1
Hk2,917,1,0,0,-1,-2,-2,-2,-2,-3,-3,-3,-2,-1,0,1,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,2,3,3,3,3,4,5,5,4,3,2,1,0,0,0,1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,0,0,0,-2,-2,-2,-2,-1,0,0,0,0,-1,0,0,0,0,0,1,1,0,-1,-1,-1,0,-1,-1,-1,-2,-2,-3,-3,-4,-3
Cers6,384,-1,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-2,-2,-3,-4,-3,-2,-1,-1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,2,1,1,1,1,0,1,1,1,0,-1,0,1,1,0,0,0,0,1,1,1,0,0,-1,-1,0,0,0,1,1,1,1,2,2,3,4,3,3,2,4,5,4,3,3
Irgm1,393,0,0,0,1,0,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,0,0,0,0,0,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,-1
Gclm,274,3,2,3,4,6,6,5,5,5,5,5,4,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,1,0,-1,-2,-2,-3,-3,-3,-4,-4,-4,-4,-3,-3,-4,-3,-3,-3,-3,-5,-4,-4,-4,-3,-4,-5,-4,-5,-6,-6,-5,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,0,1,0,1,2,2,1,1,1,0,-1,-1,-1,-1,-1,-1
Pfkfb3,543,4,3,3,3,4,4,4,4,4,3,3,3,2,2,2,2,3,3,5,5,4,4,4,5,6,5,5,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5,6,6,5,4,4,5,5,5,4,3,3,3,2,2,3,3,2,2,1,0,0,0,0,0,1,2,2,2,3,3,2,1,2,3,2,1,2,2,2,2,2,3,2,2,1,1,2,2,3,4,3,3,2,2,1
Psmb9,219,-1,-2,-2,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-4,-4,-3,-2,-2,-2,-1,-1,-1,-2,-1,-1,-1,-1,0,0,1,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,0,0,-1,-1,-1,0,-1,-2,-2,-2,-2,-2,-3,-4,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-4,-4,-4,-3,-3,-2,-2,-1,-2,-3,-2,-2,-2,-2,-2,-1,-1,0,1,1,0,0,1,0,0,0
Mcmbp,642,-2,-2,-2,-2,-3,-2,-1,0,-1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,2,1,1,1,1,2,2,2,2,3,3,3,2,3,3,2,2,2,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-2,-2,-1,-1,0,0,-1,-1,-2,-2,-1,-1,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,0,0,0,1,1,1,0,0,-2,-1,-1,-1,-1
Rab43,215,2,1,2,2,3,3,3,3,2,2,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,1,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,-2,-2,-2,-2,-3,-3,-3,-3,-4,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1
Fau,133,-1,-2,-3,-3,-3,-3,-4,-5,-6,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-5,-6,-6,-6,-6,-7,-6,-6,-6,-6,-7,-7,-6,-6,-6,-6,-7,-6,-5,-5,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-1,0,1,1,1,2,2,3,3,3,4,4,5,5,5,6,7,6,7,8,8,9,10,10,10,10,10,11,12,13,13,13,12,12,13,13,13,12,12,12,12,12,11,11,11,11,12,14,13,12
Lpin2,931,-2,-3,-3,-3,-3,-2,-1,-1,-1,0,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,1,1,1,1,2,2,3,3,4,4,4,3,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,0,0,-1,-2,-2,-2,-2,-3,-4,-6
Sh3pxd2b,908,7,6,6,6,5,4,4,4,4,4,4,3,3,4,6,6,6,6,5,4,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,1,0,0,2,2,3,3,2,1,1,1,0,0,1,2,2,2,3,4,4,4,5,5,4,4,4,5,6,7,7,6,7,7,5,4,3,3,4,4,4,4,4,4,3,3,3,3,2,1,1,0,-1,-2,-1,-1,-1,-1,-3,-4,-3,-3,-4,-5,-4
Rps23,143,11,10,10,9,9,8,8,9,8,8,8,7,6,6,5,5,5,4,4,5,5,4,4,3,5,4,4,4,2,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,4,5,6,6,6,7,6,6,6,6,6,6,5,5,5,5,5,4,3,2,0,-1,-1,-2,-2,-2,-2,-2,-3,-2,-1,-2,-3,-3,-3,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,0,1,2,2,3,4
Ak4,223,4,3,3,3,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-2,-2,-3,-2,-1,-1,0,0,0,-1,-1,-1,-2,-1,-2,-2,-1,-1,-1,-1,0,0,-1,-1,-1,-3,-3,-3,-3,-4,-3,-4,-3,-3,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1
Znrf2,238,3,2,2,2,0,0,0,1,1,1,2,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,-1,-3,-3,-3,-3,-3,-2,-3,-2,-3,-2,-2,-2,-2
Herc6,1003,5,3,3,3,3,3,3,3,3,3,2,1,2,1,0,0,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,-1,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,-1,-2,-2,-2,-3,-4,-3,-3,-3,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
Hk3,867,1,0,1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,0,0,-1,0,1,1,2,1,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-2,0,0,-1,-1,-1,-1,-2,-3,-4,-3,-3,-3,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-3,-2,-1,-1,-1,0,0,0,0,1
Cmpk2,447,7,6,6,7,7,8,8,8,7,7,6,6,6,5,5,4,4,4,3,2,2,2,2,0,0,0,-1,-1,0,-1,-1,0,0,-1,-2,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,2,2,2,3,3,3,3,2,2,3,4,4,4,4,4,5,5,5,5,6,7,7,7,7,6,6,6,6,5,4,4,4,3,2,2,2
Riok3,519,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,-2,-2,-2,-1,-2,-2,-2,-2,-3,-5,-6,-6,-6,-6,-6,-6,-7,-7,-7,-7,-7,-8,-8,-8,-8,-7,-7,-7,-8,-7,-6,-7,-7,-8,-7,-8,-8,-8,-7,-6,-5,-5,-5,-5,-5,-6,-5,-6,-5,-6,-6,-6,-6,-6,-6,-5,-4,-5,-5,-4,-3,-2,-2,-2,-3,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,0,1,2,1,2,2,2,1,1,0,-1,-2,-2
Yju2,314,5,4,4,5,5,4,4,4,4,3,3,3,4,4,6,6,7,7,6,5,5,5,5,5,5,6,6,5,6,6,7,6,6,6,5,5,4,4,4,4,4,4,3,3,2,3,3,3,4,5,5,5,5,5,4,3,2,2,2,1,1,2,1,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-2,-1,-1,-1,-2,-2,-3,-3,-3,-3,-4,-4,-5,-6,-5,-5,-5,-4,-3,-3,-2,-3,-3,-4,-5
Prkdc,4128,-1,-2,-2,-1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,0,2,2,2,2,2,1,0,0,1,0,0,1,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,-2,-2,-2,-2,-2,-2,-1,0,-1,0,0,-1,0,1,1,1,1,0,1,1,1,2,2,4,3,3,4,4,2
Stx12,274,1,0,0,0,0,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,3,3,2,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,-1,0,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,2,3
Sarnp,210,1,1,1,0,1,1,1,3,3,3,2,2,1,0,-1,0,0,-2,-3,-3,-3,-3,-4,-6,-7,-7,-6,-6,-8,-9,-9,-11,-12,-12,-13,-13,-12,-13,-13,-14,-14,-14,-14,-12,-12,-13,-14,-13,-12,-12,-11,-11,-10,-10,-9,-9,-9,-10,-8,-6,-6,-5,-3,-2,-1,-1,-2,-2,-2,-1,-1,-2,-1,-2,-1,1,3,3,2,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,4,4,5,5,5,5
Ass1,412,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-3,-3,-4,-4,-4,-3,-2,-1,-1,-1,0,0,-1,0,1,2,2,3,3,2,1,1,1,2,1,1,1,0,-2,-1,0,0,1,2,2,1,0,-1,-1,-1,-2,-3,-4,-3,-4,-5,-5,-5,-5,-4,-3,-3,-2,-3,-2,-2,-2,0,2,2,2,1,1,1,1,2,1,1,1,2,2,3,4,3,3,3,3,3,4,4,4,3,2,2,3,3,2
Iigp1,413,1,1,2,2,2,2,2,1,1,0,0,1,2,1,1,3,3,4,5,5,5,5,5,5,5,4,3,3,3,3,2,1,0,1,0,0,-1,0,0,0,0,0,0,1,1,0,0,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-1,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-2,-1,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,0,0,0
Cflar,215,-6,-6,-7,-7,-7,-8,-8,-8,-8,-7,-7,-7,-7,-6,-7,-6,-5,-6,-6,-5,-4,-4,-2,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-1,-1,0,1,1,0,0,-1,1,2,2,3,4,4,3,5,4,4,4,3,2,2,2,3,4,4,5,5,5,5,4,3,2,2,2,3,3,3,1,0,0,-1,-2,-2,-2,-3,-3,-4,-4,-3,-2,-2,-2,-3,-4,-4,-3,-4,-4,-4,-4,-2,-2,-2
Casp8,480,-4,-5,-4,-3,-2,-2,-3,-3,-3,-4,-5,-5,-4,-2,-2,-2,-2,0,1,2,1,2,2,1,1,0,-1,-1,0,0,0,0,0,0,-2,-2,-1,-1,-1,0,1,2,2,0,0,0,0,-1,-1,-2,-2,-3,-3,-2,-3,-3,-2,-2,-1,-2,-2,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-3,-3,-2,-3,-3,-3,-2,-2,-2,-1,-1,0,0,0,-1,-1,-1
Kynu,428,-3,-4,-4,-2,-2,-3,-4,-5,-5,-4,-4,-4,-3,-3,-2,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-3,-3,-3,-3,-3,-4,-5,-5,-6,-5,-4,-3,-1,0,0,0,0,0,0,-1,-1,-1,0,1,1,1,1,0,0,-1,-3,-3,-3,-3,-2,-1,0,1,1,0,0,0,-1,-1,-2
Acod1,488,3,3,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,3,3,3,3,3,2,2,1,0,0,0,0,1,1,1,1,1,2,2,1,1,2,2,2,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,-1,-2,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-3,-2,-1,0,0,0,-1
Ube2j1,278,2,1,2,2,1,0,-1,-1,-2,-2,-3,-3,-3,-4,-5,-5,-4,-5,-4,-4,-5,-4,-5,-6,-6,-6,-6,-5,-5,-5,-5,-4,-4,-4,-4,-3,-2,-3,-3,-3,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,1,2,1,1,1,2,3,3,2,2,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0
Mkrn1,481,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,1,1,2,1,1,1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,1,1,2,1,0,0,0,2,2,2,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0
Ythdc1,740,-7,-8,-8,-8,-8,-8,-9,-9,-8,-10,-10,-10,-10,-10,-9,-9,-10,-10,-11,-11,-12,-11,-10,-11,-9,-8,-8,-8,-7,-5,-3,-3,-4,-3,-2,-3,-3,-2,-3,-2,0,2,2,3,3,3,4,4,5,6,7,6,6,7,7,6,6,6,5,4,3,3,4,3,4,6,6,6,7,7,7,6,7,6,6,6,5,5,6,5,4,3,3,3,3,3,2,3,3,4,5,5,4,4,2,2,3,3,4,4
Fas,63,1,0,1,1,2,3,4,4,5,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4ha1,534,0,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2,-3,-4,-3,-3,-4,-4,-4,-3,-2,-2,-1,-2,-1,-1,-2,0,-1,0,0,0,0,0,1,-1,0,-1,-1,-2,-2,-1,0,1,0,0,1,1,2,1,0,1,2,3,2,2,2,1,1,0,0,-1,-1,-1,-2,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-3,-3,-3,-3,-3,-4,-5,-4,-4,-3
St3gal1,337,5,4,3,2,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,4,4,5,4,3,3,3,2,2,2,2,2,2,2,1,1,0,-1,-2,-2,-1,-1,-1,-1,-1,0,0,1,2,0,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,1,2,3,4,4,4,2,2,2,2
Inip,104,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,3,3,5,3,4,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,
Cybb,570,0,0,0,0,-1,-2,-2,-2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,1,0,0,0,0
Lipg,500,3,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,3,2,2,1,1,-1,0,1,1,1,0,0,0,-1,-1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0
Vcpip1,1220,0,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,2,1,2,0,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-2,-4,-4,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-5,-4,-4,-3,-3,-3,-3,-4,-4,-3,-3,-3,-2,-1,-1,-1,-2,-1,0,1,1,2,2,3,3,3,3,3,3,4,4,3
Dcp1a,602,5,4,4,4,4,4,4,5,5,4,3,2,1,0,0,0,0,0,-2,-2,-3,-3,-2,-2,-2,-2,-3,-3,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2,2,2,3,2,2,1,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2
Cmtr1,837,6,4,2,0,-1,-1,0,0,1,1,1,1,1,2,1,0,0,-1,-2,-2,-2,-1,-1,-2,-3,-4,-4,-5,-5,-4,-4,-3,-2,-1,-2,-3,-3,-2,-3,-3,-3,-2,-2,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-3,-3,-2,-2,-1,-1,-2,-2,-2,-1,-1,0,1,2,1,2,2,3,1,1,1,1,1,1,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,3,4,3,3,3,3
Wars1,474,-2,-2,-2,-1,-1,-1,-1,0,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,3,3,3,2,2,1,-1,-1,0,0,0,0,-1,0,1,1,2,2,2,2,2,2,2,1,1,0,-1,-1,0,0,-1,-2,-3,-3,-3,-3,-2,-2,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-4,-3,-3,-2,-2,-1,-1,-1,-2,-2,-1,0,0,1,0,1,1,1,2,2,0,1,1,1,1
Acot7,381,2,1,1,2,2,2,2,2,2,1,2,2,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,6,5,4,3,3,3,3,3,2,2,2,1,1,0,0,1,1,2,1,1,0,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-2,-1
Psme4,1843,1,-1,0,0,0,1,1,1,1,1,1,2,1,2,3,2,2,1,0,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,1,2,3,3,3,3,3,4,4,3,3,4,5,5,4,5,4,3,3,3,4,4,4,5,5,5,5,4,4,4,3,2,2,3,3,2,2,1,1,1,1,0,-1,-1,0,-1,0,1,1,1,1,2,3
Cdc5l,802,4,3,3,3,3,3,3,2,2,2,3,4,3,3,4,5,6,8,8,9,8,8,7,7,7,5,5,5,4,5,6,6,5,4,4,5,4,3,2,1,1,0,0,0,-1,-1,0,-1,-1,-2,-2,-2,-1,0,0,1,1,1,1,0,-1,0,1,1,1,0,1,2,2,3,2,1,1,1,1,0,0,0,0,0,1,0,0,-2,-3,-4,-4,-4,-5,-6,-6,-6,-5,-5,-4,-4,-4,-5,-4,-5
Gch1,241,3,3,4,3,2,1,2,2,1,1,1,1,0,0,0,2,1,2,3,3,3,3,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,-2,-2,-3,-2,-3,-3,-2,-1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,-2,-3,-4,-4,-6,-7,-7,-7,-7,-7,-6,-7,-7,-8,-9,-9
Isg20,300,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,1,2,3,3,2,2,1,1,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-3,-2,-1,-2,-2,-1,-1,-1,0,0,-1
Trim21,462,-4,-5,-5,-4,-4,-5,-5,-5,-5,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-1,-1,-1,-1,-1,0,1,1,1,2,2,2,2,3,3,3,3,4,4,3,2,2,3,3,3,3,3,3,4,5,5,5,5,5,4,4,3,3,3,3,3,3,1,2,2,2,2,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-3,-3,-3,-3,-1,-1,0,-1,-1,-2,-1,-1,0,-1,-2,-3,-3,-3,-2
Ppp2r5a,486,3,3,3,3,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,8,7,7,7,7,7,7,6,5,5,5,5,3,3,3,2,2,0,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-3,-3,-3,-3,-5,-4,-3,-3,-2,-3,-2,-1,0,1,1,1,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,0,0,1,0,0,0,1,1,-1,-1,-2,0,0,-1,-2,-2
Alas1,642,5,4,5,5,5,6,5,4,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,2,2,2,2,2,3,2,2,2,2,2,1,0,1,1,2,2,2,2,2,2,2,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-3,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-2,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3
Mmp14,582,3,2,2,2,2,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,1,1,1,2,3,3,4,4,4,4,4,3,4,4,3,3,2,2,3,3,3,3,4,4,5,7,7,7,7,7,7,7,8,7,6,6,5,4,4,4,4,5,4,4
Smg9,520,3,2,2,3,3,3,3,4,3,4,3,3,3,3,3,4,2,2,0,0,1,-1,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-2,0,0,0,0,-1,0,1,1,2,1,0,1,1,1,2,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,1,1,2,2,4,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
