gene,seq_length,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Fubp1,651,-1,-2,-2,0,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,3,3,2,1,-1,-1,-2,-2,-2,-4,-4,-3,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-3,-3,-3,-1,0,0,1,1,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-2,-2,-2,-2,0
Atp1a3,1013,4,3,3,3,2,2,3,4,3,2,1,1,0,0,1,0,0,-1,-1,-2,-3,-2,-2,-1,0,0,-1,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,-1,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
Ints1,2195,5,4,4,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,5,4,3,2,3,4,4,4,3,3,3,3,3,2,3,4,4,4,4,4,3,2,3,1,1,1,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-3,-3,-2
Ehmt1,1296,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-4,-3,-4,-5,-4,-5,-6,-6,-5,-5,-5,-6,-7,-8,-7,-7,-7,-8,-7,-7,-6,-6,-6,-7,-7,-6,-5,-5,-5,-5,-4,-4,-4,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,-1,-2,-2,-2,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-4,-4,-4,-3,-3,-3,-3,-3,-2
Zranb2,330,4,3,3,4,3,3,4,2,3,3,4,3,4,5,5,5,6,7,6,5,5,4,4,4,5,5,5,4,2,3,3,4,4,3,3,3,2,3,1,1,1,2,3,2,2,2,1,1,1,1,1,3,4,4,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,1,2,1,0,-1,-2,-1,-1,-2,-1,-2,-3,-3,-4,-5,-6,-6,-8,-9,-8,-7,-7
Ckm,381,2,1,2,2,2,2,2,1,1,0,0,0,0,1,0,0,-1,-1,0,1,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-2,-2,-2,-2,-3,-3,-4,-3,-4,-3,-3,-4,-5,-6,-6,-6,-6,-5,-4,-3,-4,-4,-4,-5,-5,-4,-4,-4,-5,-4,-4,-4,-4,-4,-3,-3,-3,-4,-3,-3,-2,-1,-1,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2
N4bp2l1,238,2,1,2,3,4,5,5,6,6,7,8,7,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,7,8,7,7,7,7,6,5,4,5,5,5,4,3,3,3,2,1,1,0,0,1,0,-1,-1,-1,-2,-3,-3,-3,-3,-4,-4,-4,-5,-6,-5,-5,-6,-7,-7,-7,-6,-5,-5,-4,-2,-1,-1,0,0,-1,0,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,4,4,4,4,3
0610012G03Rik,95,5,4,4,4,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,4,4,6,6,5,5,4,3,2,2,2,2,2,3,4,5,5,5,6,6,7,6,6,5,5,4,4,4,5,5,4,4,4,3,4,4,5,5,5,6,6,6,6,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khk,298,-4,-4,-3,-2,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,1,3,4,4,5,4,3,3,3,3,3,2,2,2,1,0,0,0,0,0,-1,-1,0,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,0,-1,-1,-2,-1,-1,-2
Specc1,781,5,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,4,5,5,6,5,5,5,4,3,3,3,3,4,4,3,3,3,2,2,2,2,2,3,3,4,6,6,5,5,5,4,4,3,2,1,1,1,1,2,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,3,2,2,2,2,3,2,2,2,2,3,3,3,5,4,4,4,3,3,4,4,4,4,4,4,5,6
Eif4g1,1600,3,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Rbpj,526,5,3,3,3,3,3,2,1,2,2,1,1,1,1,0,0,-1,0,-1,-1,-3,-2,-2,-2,-2,-1,0,0,1,2,1,2,2,3,3,3,4,6,4,5,5,4,4,4,4,4,4,3,3,3,5,4,4,4,5,4,3,3,3,1,3,4,4,3,3,3,3,2,3,2,2,3,3,3,3,3,3,4,5,6,6,5,5,5,3,4,3,3,3,4,2,1,0,0,0,0,0,0,0,0
Septin11,425,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,2,1,1,1,1,1,2,1,1,1,0,1,-1,-2,-3,-3,-2,-1,-1,-1,-1,-1,-1,-2,-3,-3,-4,-5,-5,-5,-5
Hmgb1,215,7,6,6,4,4,5,5,4,3,3,1,1,0,1,2,2,2,1,2,2,3,3,3,3,2,4,4,5,4,4,3,2,1,2,2,3,3,2,3,3,5,5,4,4,2,2,3,4,3,3,2,2,3,3,2,1,3,3,4,3,4,4,5,5,5,4,5,7,6,6,5,5,6,5,6,6,5,5,4,4,5,5,5,5,7,7,5,4,3,3,2,3,3,3,2,2,1,1,2,2
Ube2a,152,3,2,2,2,2,2,1,0,-1,-1,-1,-2,-1,-1,-3,-4,-4,-4,-3,-3,-4,-4,-4,-4,-3,-3,-3,-3,-4,-4,-3,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-3,-3,-3,-2,-1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,0,0,-1,0,1,1,1,2,1,1,1,1,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3
Zeb2,1215,8,7,6,5,5,5,5,4,5,4,3,1,0,0,-1,-2,-3,-3,-4,-5,-6,-7,-8,-9,-9,-9,-9,-10,-10,-10,-10,-10,-10,-9,-9,-9,-9,-8,-8,-8,-7,-6,-5,-6,-6,-6,-6,-6,-5,-4,-3,-2,-3,-4,-5,-6,-7,-7,-7,-5,-6,-6,-6,-6,-7,-7,-7,-7,-7,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-9,-9,-8,-6,-6,-6,-5,-6,-7,-6,-6,-6,-7,-6,-6,-6,-6,-6,-6
Sdad1,687,2,1,1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,0,-1,0,0,0,-1,-1,-1,-1,-2,-3,-2,-3,-4,-3,-3,-3,-2,-2,-2,-2,-2,-3,-3,-4,-4,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,0,0,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2
Alox5ap,161,0,-2,-1,-2,-1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,3,2,2,2,2
Septin11,425,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,2,1,1,1,1,1,2,1,1,1,0,1,-1,-2,-3,-3,-2,-1,-1,-1,-1,-1,-1,-2,-3,-3,-4,-5,-5,-5,-5
Eif4g1,1600,3,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Atp8a1,1164,1,0,-1,-1,-2,-4,-5,-4,-4,-4,-3,-3,-4,-4,-5,-5,-4,-4,-3,-2,-3,-3,-2,-1,-1,-1,0,-1,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-2,-2,0,1,1,2,2,1,0,0
Txnrd2,524,9,8,8,8,8,8,8,8,8,8,7,6,6,6,5,4,4,3,3,2,2,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,4,4,4,4,3,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,-1,0,0,0,0
Pum3,647,7,6,7,8,7,7,6,6,6,6,6,7,5,5,5,5,6,6,6,6,6,6,5,4,5,4,4,4,6,6,6,7,8,7,7,8,8,7,7,7,8,7,8,8,8,9,8,8,9,8,8,8,8,10,9,9,10,10,9,10,11,11,11,11,11,10,9,9,7,7,5,4,4,4,4,4,5,5,5,6,4,3,3,3,4,5,5,6,5,4,4,3,2,3,3,3,4,3,5,5
Nfu1,255,4,4,5,5,5,6,5,5,5,5,6,7,7,7,7,7,6,7,7,6,5,5,5,5,5,6,6,6,6,6,6,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,2,2,3,3,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,0,-1,-1,-2,-2,-3
Creb5,357,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Brpf1,1218,2,1,1,2,3,3,4,4,3,2,2,2,2,2,2,1,0,0,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,1,1,2,2,3,3,3,5,5,5,5,6,6,6,7,7,8,8,7,7,7,7,7,7,7,8,7,6,5,5,4,3,2,2,1,2,2,1,0,0,-1,-2,-2,-2,-1,-1,-1,0,1,1,1,1,0,0,0,-2,-1,-1,-1,-2,-3,-4,-5,-5,-5,-7,-8,-8
Ptpro,1226,5,4,4,4,4,4,2,1,1,1,1,1,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-3,-3,-3,-3,-4,-4,-3,-2,-1,-1,-1,-2,-2,-3,-4,-4,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,0,1,1,1,1,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2
Magi1,555,1,-1,1,0,1,1,-1,-1,-2,-2,-3,-3,-2,-2,-1,-1,-1,-3,-3,-4,-4,-3,-3,-3,-3,-2,-2,-2,-2,-3,-4,-3,-4,-3,-5,-5,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-3,-3,-3,-4,-4,-3,-3,-2,-1,-1,-1,-1,0,0,0,1,1,1,1,1,2,3,4,4,4,5,5,5,5,5,4,4,5,6,6,5,5,3,3,3,3,3,3,3,2,2,2,2
Edem1,652,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-2,-2,-2,-1,-1,-2,-2,-1,-2,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0
Etnk1,363,-1,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,0,-1,-2,-1,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,-1,1,1,1,1,1,1,1,0,-1,-1,-2,-3,-4,-4,-3,-3,-4,-2,-2,-2,-2,-2,-1,-1,-2,-1,-1,-1,-2,-1,-3,-4,-5,-5,-4,-4,-4,-3,-2,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,0,-2,-1,0,1,1,-1,-1,-1,-3,-3
Zfp638,1960,7,6,6,6,6,5,5,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,6,6,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,3,3,2,2,2,1,1,1,1,2,3,3,3,3,3,3,3,4,4,3,2,0,0,1,1,0,0,0,-1,-1,-2,-1,0,0,0,1,1,1,1,0,-2,-2,-3,-3
Znf638,1960,7,6,6,6,6,5,5,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,6,6,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,3,3,2,2,2,1,1,1,1,2,3,3,3,3,3,3,3,4,4,3,2,0,0,1,1,0,0,0,-1,-1,-2,-1,0,0,0,1,1,1,1,0,-2,-2,-3,-3
Eif4g3,1609,7,7,7,7,6,6,6,6,5,5,6,6,6,5,5,6,6,5,5,6,6,6,6,6,6,7,8,7,6,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Tarm1,288,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,4,4,3,3,3,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,2,2,1,0,0,0,0,0,-2,-2,-1,-1,-1,-3,-4,-3,-3,-3,-3,-3,-4,-4,-4,-5,-4,-4,-4,-4,-5,-4,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0
Ddx47,455,-6,-7,-7,-8,-7,-6,-5,-6,-5,-5,-6,-6,-6,-6,-6,-6,-5,-5,-5,-3,-2,-1,0,-1,-2,-2,-2,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2
Gng12,72,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,0,-1,-1,0,0,-1,-1,-2,-2,-1,-1,-1,-1,0,-1,-2,-3,-3,-3,-3,-4,-3,-2,-1,-1,-1,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab11fip5,645,2,1,2,2,3,2,3,3,4,4,4,4,4,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,1,1,1,0,0,0,0,-1,-1,-1,-2,-3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-5,-5,-5,-4,-4,-4,-5,-4,-6,-6,-6,-6,-6,-6,-5,-5,-5,-4,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,-2,-2,-2,-1,-2,0,0,0,0,1,1,1,1
C2cd5,818,2,0,0,-1,0,0,0,-1,-2,-1,-1,-1,-2,-2,-2,-1,-1,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,0,1,1,2,1,1,2,0,0,0,0,0,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,0,0,0,0,2,3,3,3,3,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1
Dcun1d2,259,5,4,4,3,2,1,2,2,1,-1,0,-1,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-2,-4,-4,-4,-3,-3,-3,-3,-4,-4,-3,-1,-1,-3,-3,-2,-1,-1,0,1,2,1,1,1,0,-1,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-2,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,-6,-5,-5,-5,-4,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,0,0,1,1,0,0,1,1,0,0
Atp6v1e1,226,-3,-5,-5,-4,-4,-4,-5,-5,-5,-5,-6,-7,-6,-7,-6,-6,-6,-6,-6,-6,-4,-4,-2,-2,-2,-2,-3,-3,-3,-1,0,0,1,0,0,0,1,2,3,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,6,6,4,3,4,3,2,2,3,3,2,1,1,1,2,2,2,3,3,3,4,3,3,2,3,2,2,2,1,1,-1,0,1,1,1,1,2,2,2,2,3,3,1
Tmcc1,446,-1,-2,-1,-1,0,0,0,0,-1,-1,-1,-1,-2,-1,-1,-1,1,1,1,0,0,0,2,2,1,2,2,2,3,3,3,3,2,2,0,0,0,1,2,2,2,1,1,-1,0,0,-1,-1,-1,1,1,2,1,1,2,1,2,3,2,3,4,4,4,4,5,5,5,4,4,4,5,6,6,6,5,5,5,6,7,6,7,5,5,4,4,5,4,3,3,4,3,3,4,3,3,3,4,3,3,3
Rfc1,1130,4,3,4,4,4,3,4,5,5,5,6,5,5,6,5,4,4,4,4,6,5,4,3,3,5,4,5,4,4,4,6,7,8,9,8,8,7,5,5,4,3,3,3,1,0,0,0,0,0,0,1,2,3,4,4,4,2,3,3,3,2,1,0,0,0,0,1,2,2,3,4,4,4,5,6,6,6,6,5,4,3,2,0,-2,-4,-4,-3,-4,-3,-2,-2,-2,-2,-2,-2,-1,-3,-3,-3,-3
Smim4,80,8,7,7,7,6,6,6,5,4,3,3,3,4,3,4,4,4,3,2,1,1,1,0,0,-1,0,1,2,2,2,1,2,2,2,2,3,4,5,4,3,3,3,1,1,0,0,0,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndufa9,377,5,4,4,4,5,5,4,4,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,-1,-1,-2,-2,-3,-3,-2,-3,-2,-3,-4,-4,-2,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
Cdh1,493,1,0,1,1,2,2,3,2,1,1,1,0,0,1,1,1,0,1,2,2,2,2,3,3,3,3,4,4,3,2,2,2,2,3,3,3,2,2,1,2,2,2,2,1,1,2,4,3,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-1,-1
Trmt1,663,6,5,6,6,6,5,5,5,5,5,4,4,3,3,4,3,3,2,1,2,2,2,1,0,0,0,0,1,0,-1,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-3,-3,-3,-2,-1,-2,-3,-3,-3,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-3,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,1,1,1,1,1,2,1,0,0,1,1,1,1,0,0,0,0,0,-1,-3,-4,-4,-4,-4
Capns1,268,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-2,-2,-2,-3,-3,-4,-5,-5,-4,-4,-3,-2,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-2,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-3,-3,-1,0,0,-1
Sdf2,211,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,-1,-1,-1,-1,-2,-1,-1,0,0,2,2,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,3,4,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,4,3,3,3,3,3,1,1,1,1,1,1,-1,-2,-2,-3,-3,-4,-4
Def6,630,4,3,4,4,3,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,3,1,0,0,-1,0,-1,-3,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-4,-5,-4,-4,-5,-5,-4,-4,-4,-5,-3,-3,-2,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-1,0,0,0,0,0,-2,-1,-1,0,1,2,2,2,2,2,2,2,2
Thop1,687,0,-1,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-2,-2,-3,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-2,-3,-3,-3,-4,-4,-4,-4,-3,-2,-2,-2,-2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,-2,-2,-3,-3,-2,-2,-1,-1,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,-3,-2,-2
Dus3l,637,-1,-1,-1,0,1,0,1,2,2,1,1,1,0,1,0,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-3,-3,-3,-4,-5,-5,-5,-5,-3,-4,-3,-3,-3,-4,-4,-3,-4,-3,-4,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-2,-1,-1,-1,1,2,2,3,2,1,1,1,1,3,4,4,4,6,6,6,5,5,5,6,5,6,7,7,6,7,6,6,6,5,4,3,3,2,2,2,2,1,0,0
Fnbp4,1031,8,6,6,5,4,2,2,0,0,-1,-1,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-6,-5,-5,-4,-4,-3,-3,-2,-2,-1,-1,0,-1,-2,-2,-2,-2,-3,-4,-5,-5,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-5,-4,-4,-4,-3,-2,-1,0,0,1,1,1,1,2,2,2,2,1,1,0,-1,-2,-3,-3,-4,-4,-4,-5
Kctd5,234,1,0,0,1,1,1,1,2,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,4,5,4,4,5,4,4,4,4,5,5,4,4,4,2,2,1,1,0,0,-1,0,-1,-2,-2,-2,-3,-3,-3,-3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-4,-4,-3,-2,-1,-1,0,-1,1,1,1,1,0,-1,-1,-1,0,-2,-2,-2,-3,-3,-3
Mfsd3,412,2,2,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3
Lims1,396,-1,-2,-2,-3,-4,-5,-5,-5,-6,-6,-6,-6,-6,-5,-3,-3,-2,-2,-2,-1,-1,-1,0,-1,-1,-1,-2,-2,-1,-1,0,0,0,1,2,3,2,2,2,2,2,2,2,0,0,0,1,2,2,1,1,1,0,0,1,1,2,2,2,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-2,-4,-4,-5,-5,-4,-3,-3,-2,-3,-3,-4,-3,-3,-3,-3,-3
Pald1,859,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,5,4,3,2,2,2,2,1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-2,0,0,0,0,0,2,2,2,2,0,1,1,0,-1,-1,-1,-2,-2,-1,0,0,0,0,1,1,1,2,2,2
