gene,seq_length,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Vamp2,116,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-2,-2,-1,0,0,0,0,-1,0,0,0,-1,0,-1,-1,0,-1,-2,-3,-3,-4,-5,-4,-4,-5,-5,-4,-3,-3,-3,-2,-2,-2,-3,-4,-4,-4,-3,-4,-3,-3,-1,-1,1,1,0,0,1,2,2,4,5,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,4,2,,,,,,,,,,,,,
Ric1,1422,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,-1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,0
Zc3h11a,792,-1,-2,-2,-2,-3,-3,-2,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,-1,-1,0,1,1,2,2,1,0,0,0,1,2,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,1,1,0,0,0,2,2,4,3,2,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,0,-1,-2,-2,-1,-1,-2,-2,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-2
Mff,250,1,0,0,1,1,0,-1,-2,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-3,-2,-2,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-2,-2,-1,-1,-1,-1,0,0,1,2,2,2,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,-1,-2,-3,-3,-2,-2,-3,-3,-2,-2,-1,0,0,0
Rab12,243,4,4,6,6,6,6,7,7,7,5,4,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,5,5,4,3,2,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-2,-2,-1,-1,0,2,1,2,2,3,4,4,3,3,4,4,4,2,3,3,3,3,3,4,4,3,3,2,3,3,4,5,4,4,3,2,2,1,0,0,0,1,3,2,2,2
Rab11fip1,645,3,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,1,2,2,1,1,0,0,0,0,1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,2,3,4,4,3,3,3
Atp13a2,1169,-1,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,3,4,2,2,1,1,2,2,2,2,1,1,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-1,-2,-2,-3,-3,-2
Bnip3,187,-2,-3,-3,-3,-3,-3,-3,-2,-3,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,0,0,1,-1,-1,-1,0,1,0,0,-1,0,0,0,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-3,-4,-4,-5,-6,-5,-4,-3,-4,-3,-4,-4,-5,-5,-3,-2,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-2,-2,-3,-2,-1,0,0,1,1,0,-1,-2,0,0
Sec24b,1177,2,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fyb1,819,2,1,1,0,0,1,2,2,2,2,1,1,2,3,3,3,3,3,3,2,2,2,1,1,1,1,2,2,2,2,2,3,3,3,3,2,1,2,2,2,3,2,1,2,2,1,2,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,1,2,2,3,3,2,2,3,3,3,2,2,3,3,3,3,3,2,3,2,1,1,2,2,2,2
Arf4,180,5,4,4,4,4,4,5,5,6,6,6,4,4,4,4,3,2,2,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,-2,-3,-3,-3,-2,-3,-2,-2,-1,-1,-1,-1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,0,0,0,-1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-3,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-3,-3,-2,-4
Chmp4b,224,5,3,3,2,1,1,0,0,1,2,2,1,1,1,-1,0,1,0,-1,-1,-2,-2,-2,-2,-1,0,1,1,0,0,0,1,2,4,5,5,5,5,4,3,4,6,7,8,10,9,7,8,9,9,10,10,10,9,9,8,7,7,7,7,5,5,4,4,3,3,3,2,2,2,1,0,-1,-2,-4,-4,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,-1,0,0,0,1,0,0,-1,-1,-1,-2,0,0,-1
Cog3,797,-2,-3,-3,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-3,-1,-1,-2,-1,-3,-3,-3,-3,-3,-2,-2,-4,-4,-3,-3,-4,-5,-5,-5,-5,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-5,-5,-6,-7,-7,-6,-6,-5,-5,-4,-3,-3,-3,-3,-3,-4,-5,-6,-5,-5,-6,-6,-5,-5,-5,-5,-5,-5,-5,-4,-4,-3,-2,-1,-1,-1,-1,-3,-3,-4,-5,-5,-5,-4,-4,-2,-1
Rab20,233,5,4,2,1,1,2,2,1,1,1,1,1,1,2,3,3,3,4,3,3,3,3,3,3,2,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-2,-3,-2,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-3,-3,-4,-4,-4,-4,-4,-3,-3,-2,-4,-4,-4,-5,-4,-5
Copz1,182,-1,-2,-2,-3,-3,-3,-3,-2,-2,-1,-2,-2,-1,-1,-2,-3,-2,-2,-2,-2,-1,0,1,1,3,2,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,-1,-1,-1,-1,-2,-2,-2,-3,-4,-3,-4,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-3,-3,-2,-1,-1,-1,-2,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,-1,-2,-2,-1
Gda,332,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2
Synj1,1574,2,1,1,1,0,-1,-1,-1,-2,-2,-2,-2,-3,-3,-2,-3,-2,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,-1,-1,-1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-2,-3,-4,-3,-3,-3,-4,-5,-4,-3,-2,-2,-1,-1,-1,-2,-2,-2
Kpna3,521,5,3,3,4,4,3,3,4,6,6,7,7,6,4,4,4,3,4,4,5,4,5,5,6,5,4,3,2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-4,-5,-4,-3,-4,-4,-4,-5,-6,-7,-7,-7,-7,-8,-7,-6,-6,-6,-5,-4,-4,-3,-3,-2,-2,-1,0,0,0,0,0,0,-1,0,1,1,1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,2,2,2,1,2,0,-2,-2,-2
Snx18,614,0,-1,-2,-2,-4,-4,-6,-6,-6,-6,-6,-6,-7,-7,-6,-5,-5,-6,-4,-4,-4,-4,-5,-4,-4,-3,-3,-3,-3,-3,-2,-2,-1,-2,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Use1,270,2,1,1,1,0,2,3,2,2,1,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-2,-3,-3,-3,-3,-4,-3,-2,-2,-2,-2,-1,0,-1,-2,-2,-2,-1,0,-1,-2,-2,0,0,0,-1,-1,-1,0,1,2,2,2,2,1,2,1,1,1,1,1,-1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,3,2,3,3,3,3,3,4,3,4,4,5,5,5
Plin2,425,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-2,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,0,1,0,0
Arfgap2,520,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,3,3,4,4,4,4,3,3,3,3,3,4,4
Snap23,210,-2,-3,-2,-3,-3,-3,-4,-3,-2,-2,-1,-1,-2,-2,-2,-2,-3,-4,-3,-2,-3,-3,-2,-2,-1,-2,-4,-5,-5,-5,-6,-6,-6,-5,-4,-5,-4,-3,-4,-4,-6,-5,-5,-5,-5,-6,-5,-4,-3,-3,-2,-2,-2,-2,-3,-3,-2,-1,-1,0,1,2,2,2,0,1,1,1,2,2,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1
Kxd1,177,-1,-2,0,0,0,1,0,1,1,-1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2,1,1,0,1,2,3,2,2,1,1,1,1,2,3,3,3,3,3,4,4,5,6,5,6,6,6,6,5,4,4,4,4,5,5,3,2,3,3,4,3,2,1,-1,-3,-4,-5,-5,-5,-6,-6,-7,-7,-7,-8,-8,-8,-8,-7,-8,-8
Arfgap3,525,3,3,3,4,4,4,3,3,4,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,3,3,4,4,4,4,4,4,4,4,5,6,6,5
Rab11a,216,0,-1,-1,0,-1,-1,0,1,1,1,1,2,2,1,1,1,1,0,0,1,1,2,2,2,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,-1,0,0,1,1,1,2,2,2,2,1,2,2,2,2,3,3,2,2,2,1,0,0,0,1,2,2,2,2,1,2,1,0,0,0,0,1,0,0,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-1
Itsn1,621,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-2,-2,0,0,-1,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,3,3,3,4,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
Atp7a,1492,-2,-3,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,0,0,1,1,1,2,2,1,1,0,0,0,-1,-2,-2,-3,-3,-4,-4,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-3,-3,-3,-2,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3
Arl1,181,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,2,2,2,1,1,1,0,-1,-1,-1,-2,0,-1,0,0,0,0,0,1,0,-1,-1,-1,-2,-2,-2,-3,-4,-5,-6,-5,-4,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,-2
Slc11a1,548,3,2,3,2,3,2,2,2,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,1,1,2,3,3,3,3,3,3,3,4,3,2,2,1,1,1,1,1,1,1,1,2,2
Poldip3,420,4,4,4,6,6,6,6,7,8,8,8,7,6,5,5,5,6,6,5,5,4,4,4,5,4,3,3,4,4,5,5,4,4,3,2,2,3,3,4,4,4,4,5,4,4,5,3,4,4,4,4,5,4,3,4,5,6,5,6,5,6,6,6,5,6,7,5,5,4,4,4,5,5,6,6,5,6,5,5,5,6,5,7,7,6,6,4,4,4,3,3,3,3,4,5,5,7,7,7,7
Ist1,362,8,6,6,6,6,7,7,7,8,8,7,7,5,5,5,5,4,4,5,4,3,3,3,3,3,4,5,3,2,1,1,3,2,1,1,0,0,-2,-3,-2,-3,-3,-2,-3,-3,-3,-3,-4,-5,-4,-3,-4,-3,-4,-4,-5,-5,-4,-4,-4,-3,-5,-4,-4,-4,-4,-4,-3,-4,-4,-3,-3,-3,-2,-2,-2,-2,-1,-1,0,0,0,-1,-2,-2,-2,-3,-3,-2,-2,-3,-2,-3,-2,-2,-2,-2,-1,0,0
Chmp2a,222,3,3,3,4,4,5,5,3,2,1,0,1,3,4,4,4,2,2,3,4,3,3,4,4,3,3,3,1,2,2,4,3,4,3,4,2,2,3,4,4,6,6,5,5,6,7,8,8,7,6,7,7,6,6,6,6,6,7,7,8,7,7,7,7,7,8,8,8,7,7,6,5,5,5,5,4,4,4,5,5,4,4,4,4,4,5,5,5,6,5,5,5,5,5,5,5,5,5,4,4
Abcc5,208,1,1,-1,0,-1,-1,-1,0,-1,1,2,2,3,3,3,2,2,2,0,0,1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-2,-2,-2,-1,0,0,-1,-1,-2,-3,-3,-4,-5,-6,-6,-6,-6,-4,-4,-3,-2,-2,-2,-2,-3,-3,-2,-2,-1,-1,-1,1,1,1,1,2,2,2,2,2,2,1,2,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,2,1,1,1
Sh3gl1,333,2,1,3,2,1,1,2,2,2,2,1,2,2,3,4,4,4,5,4,4,4,5,5,5,5,4,4,4,4,4,2,2,1,1,2,2,2,3,2,2,2,1,0,-1,-1,-1,-1,-3,-3,-3,-3,-4,-4,-4,-5,-4,-4,-3,-2,-2,-1,-2,-2,-1,-3,-3,-3,-5,-4,-5,-5,-4,-3,-3,-3,-3,-4,-3,-3,-3,-3,-2,-2,-3,-1,-2,-2,-2,-4,-4,-4,-3,-3,-4,-2,-1,-1,-1,-1,1
Zfand2b,257,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-1,0,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,-1,0,0,0,0,-1,-1,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,0,1,1,1,1,0,1,2,1,2,3,2,2,3,3,5,4,4,5,5,6,6,5,4,6,6,6,7,7,6,5,4,5,5,6,6,5
Kif1c,1100,4,3,3,3,3,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-1,-2,-2,-3,-4,-5,-5,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-2,-2,-2,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0
Gramd1a,722,5,4,4,5,5,5,4,4,3,3,2,2,2,2,1,2,2,2,1,1,0,-1,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2,0,0,0,0,1,1,2,2,3,3,4,4,4,4,5,4,4,4,4,4,4,5,5,6,6,5,4,4,5,6,5,5,5,6,5,5,4,3,1,2,2,2,2,1,1,1,1,1,1,1,2,0,0,-1,-1,0,1,2,1,0,0,0
Nup35,325,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,1,2,2,2
Gas7,353,3,2,2,2,1,1,1,1,0,0,0,0,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,0,-2,-2,-2,-3,-2,-3,-3,-3,-3,-3,-4,-3,-2,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-2,-2,-2,-3,-3,-2,-1,-1,0,0,1,2,2,2,3,2,3,2,0,1,1,2,1,2,2,3,3,2,1,0,1,1
Rab10,200,4,2,1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-2,-2,0,0,1,1,1,-1,-1,-1,-1,0,1,0,1,1,2,3,3,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,1,2,2,3,3,3,3,2,1,1,0,-1,-1,-1,-1,0,1,1,1,0,1,0,0,1,1,1,2,2,2,1,0,-1,-1,-1,-2,-3,-3,-4,-3,-3,-3,-2,-2,-2,-1,-1,-3,-3,-4,-4,-3
Slc66a2,271,-1,-2,-1,-1,0,0,0,0,1,0,0,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,0,0,-1,0,0,0,1,2,3,3,3,3,3,3,2,2,3,2,1,0,0,1,0,0,0,1,3,3,2
Abca1,2261,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,3,3,2
Scfd1,639,5,4,5,5,5,4,4,3,3,3,3,4,4,3,4,3,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-4,-4,-3,-4,-3,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,0,1,0,-1,0,-1,-1
Ehd1,534,3,2,3,3,3,3,3,1,1,1,0,0,-1,-2,-2,-2,-1,-1,-1,-1,-1,-2,-3,-2,-3,-3,-5,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,-1,-1,-2,-1,-1,-1,0,0,1,2,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-4,-4,-3,-2,-1,-1,0,1,2,2,2,2,2
Tm9sf4,643,3,2,2,2,2,2,2,2,1,1,0,-1,-1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,3,2,2,1,1,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,-1,-1,0,0,0,0,1,2,2,1,1,2,1,1,0,0,0,1,1,1,1,0,1,1,1,1,-1,-2
Scamp3,349,-2,-3,-3,-3,-3,-4,-3,-3,-3,-4,-4,-4,-4,-3,-3,-4,-3,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,0,1,0,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,0,-1,-1,-1,0,2,2,0,-1,-1,-2,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rab3ip,428,-4,-5,-6,-6,-5,-5,-5,-4,-4,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0
Mertk,994,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-2,-2,0,0,0,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Plcl2,1128,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,3,3,3,2,2,2,2,1,0,0,0,0,1,1,1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-2,-2,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,2,1,2,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,5,6,5,6,7,8,8,8,8,7,8,8,7,7
Slc9a3r1,355,0,-2,-1,-1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,-1,-2,-2,-2,-3,-2,-4,-4,-4,-3,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,-1,0,-1,-2,0,-1,1,2,2,2,2,2,2,3,1,0,-1,-1,0,0,0,-1,0,-1,-2,-2,-2,-3,-2,-2,-1,-1,0,0,-1,-1
