Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
H2-T24,363,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-2,-2,-1,-1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,5,4,4,4,5,4,4,3,3,3,3,3,3,3,2,2,2,1,1,0,0
H2-T23,357,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,-1,-1,-2,-2,-3,-3,-3,-3,-3,-4,-4,-3,-2,-1,-2,-2,-3,-3,-4,-4,-4,-5,-4,-3,-4,-3,-4,-4,-5,-4,-3,-2,-2,-2,-1,0,0,-1,0,1,1,0,1,0,0,0,1,1,2,2,2,3,3,2,2,1,2,2,2,1,1,0,1,1,1,-1,-1,-1,-2,-3,-3,-2,-3
Hspa1a,218,-2,-3,-2,-2,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,-2,-3,-4,-3,-4,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-3,-3,-2,0,0,0,1,0,1,2,2,1,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-3,-3,-4,-4,-4,-5,-6,-7,-9,-8,-8,-10,-10,-9,-10,-9,-9,-11,-11,-11,-10,-10,-9,-9,-9,-9,-9,-9,-8,-8,-9
Hck,786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-3,-3,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-3,-3,-4,-5,-5,-5,-5,-5,-6,-6,-5,-4,-3,-3,-4,-3,-3,-3,-2,-3,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,0,0,-1,-1,0,-1,-1,-1,0,1,2,3,3,3,3,2,2,0,0,1,1,1,2,1,1,1,1,1,1,1,2
Hnrnph3,177,1,1,0,1,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-2,-2,-1,-1,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-5,-5,-5,-5,-5,-5,-6,-5,-6,-5,-4,-4,-4,-4,-3,-2,-3,-3,-4,-4,-3,-3,-2,-2,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,-2,-2,-2,-1,-1,-1,-1,-1
Ifi203,408,3,1,1,3,3,2,3,4,4,4,3,1,1,0,2,2,2,3,4,3,3,3,1,0,1,0,0,1,0,-1,-2,-1,-2,-2,-2,-2,-2,-3,-3,-4,-3,-2,-1,-1,-2,-1,-2,-2,-2,0,1,1,3,4,2,3,3,3,4,4,3,4,6,6,6,7,6,7,7,8,8,9,9,11,11,10,10,9,9,8,7,7,5,5,6,5,5,4,5,4,5,4,4,3,3,2,2,1,2,3
Ikzf1,559,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-4,-4,-3,-3,-5,-4,-4,-6,-6,-6,-7,-9,-9,-9,-8,-8,-7,-7,-8,-8,-7,-7,-7,-7,-7,-7,-7,-8,-7,-7,-6,-6,-7,-6,-5,-5,-5,-4,-3,-3,-2,-2,-2,-2,-1,-2,-2,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-2,-3,-3,-3,-1,-1,-1,-3,-2,-2,-2,-3,-4,-4,-4,-6,-7,-7,-6,-6,-6
Il1rn,178,0,0,2,2,2,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,5,6,6,6,6,5,5,5,5,4,3,3,3,2,2,3,3,2,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-2,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,0,-1,-3,-4,-3,-2,-2,-2,-2,-3,-2,-2
Ifih1,1025,2,1,1,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-2,-2,-3,-3,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-4,-5,-4,-4
Il1a,270,-4,-5,-5,-5,-5,-5,-4,-5,-5,-4,-3,-3,-4,-4,-4,-5,-5,-4,-4,-4,-3,-3,-3,-3,-3,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,0,-1,-1,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,4,5,7,7,7,6,6,5,5,5,5,4,2,2,2,1,1,1,1,1,0,0,-1,-2,-2,-2,-3,-3,-2,-3,-4,-5,-6,-6,-6,-6,-6,-6,-6,-5,-5,-3,-2,-1
Ifitm2,481,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,-1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,-1,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-2,-3,-3,-2,-1,-1,-1,-1,-1,-1,-2,-2,-3,-2,-2,-2,-1,-1,-1
Il1b,269,-6,-7,-6,-6,-6,-6,-5,-5,-5,-6,-5,-5,-5,-5,-6,-6,-6,-5,-4,-4,-3,-3,-3,-3,-2,-2,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-5,-6,-5,-6,-6,-6,-7,-7,-7,-8,-9,-10,-11,-11,-11,-11,-11,-10,-10,-9,-9,-9,-8,-8,-8,-8,-8,-7,-7,-5,-5
Itga5,1053,6,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-2,-2,-2,-1,-2,-2,-2,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0
Itgb7,806,-2,-3,-3,-3,-3,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-4,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-2,-2,0,1,1,2,2,2,2,2,2,1,1,0,0,1,2,2,2,3,3,2,1,1,1,1,2,2,2,2,2,2,0,0,-1,-2,-2,-1,-1,0,0,0,0,1,1,-1,-1,-1,-1,-2,-3,-2,-2,-1,-1,-2,-3,-3,-3,-3,-3,-3,-2,-2,0,1,2
Jak2,1068,1,0,0,0,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-2,-1,-2,-1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-2,-2,-2,-1,-2,-4,-3,-3,-5,-7,-7,-6,-5,-5,-5,-6,-6,-5,-4,-3,-3,-3,-3,-3,-2,-2,-2,-3,-3,-3,-2,-2,0,-2,-2,0,0,0,1,3,2,1,0,0,0,1,1,0,0,0,0,-1,-1,-2
Jund,125,0,-1,0,1,0,1,2,3,3,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,7,8,7,6,4,3,3,1,1,2,1,1,0,0,1,2,1,0,1,0,0,-1,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,-2,-1,-1,-2,-2,-3,-3,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,0,0,-1,,,,
Kctd12,327,0,-1,-1,-1,-2,-1,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,0,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,2,2,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,-1,-1,-3,-2,-2,-1,0,-1,1,0,0,-1,-1,-2,-3,-3,-3,-3,-3,-3,-3,-1,-1
Irf9,417,8,8,8,9,9,9,8,8,8,6,6,5,5,5,4,4,4,4,3,2,1,1,1,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,2,1,0,0,-1,-1,-1,-1,-1,0,1,2,2,2,1,2,1,2,1,2,1,1,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,2,2,4,4,4,4,4,4,4,4,3,3,2,0,1,0,-1,-1,0,1,2,1,1,1,0,0,0,1,0
Larp1,1072,1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-3,-3,-4,-4,-4,-3,-1,0,0,1,1,0,-1,-2,-1,-1,-1,1,0,0,0,0,1,0,0,0,2,2,2,2,3,3,3,3,3,3,2,1,0,-1,-2,-3,-3,-3,-3,-2,-3,-4,-3,-4,-4,-3,-4,-3,-2,-2,-3,-3,-3,-3,-2,-2,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,1,-1,0,0,0,1,1,2,2,2,2,2
Lilrb3,844,3,2,3,3,3,3,2,2,2,2,1,2,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,1,0,1,1,1,1,0,0,1,2,2,3,3,3,2,2,2,2,2,3,3,2,2,4,5,4,4,4,4,4,5,5,3,3,3,2,3,3,2,2,3,2,2,2,2,1,1,0,1,0,0,1,1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1
Lrch1,709,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,1,2,2,2,1,1,1,2,0,0,0,0,1,1,2,2,1,1,1,2,2,3,3,3,1,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-1,-2,-2,0,0,0,-1,-2,-3,-3
Khdrbs1,569,-2,-3,-3,-3,-3,-4,-3,-3,-3,-3,-3,-4,-4,-3,-4,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-3,-2
Lcp2,665,2,1,1,1,1,1,1,1,0,0,-1,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,-1,-1,0,0,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-1,0,0,0,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,1
Lztfl1,186,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,-2,-2,-1,-2,-2,-2,-2,-2,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-6,-6,-6,-5,-5,-5,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-3,-2,-2,-3,-1,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,2,2,2,2
Kdm4a,327,6,5,4,3,2,1,2,0,1,0,0,-1,-1,0,0,1,-1,-2,-2,-3,-3,-2,-1,0,1,1,0,0,-2,-2,-3,-3,-2,-2,-2,-1,0,0,-1,-1,-1,1,1,0,-1,-1,0,1,1,2,1,-1,-3,-3,-4,-3,-3,-2,-1,-2,-2,-1,0,1,2,2,0,0,-1,0,1,1,2,3,3,2,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,3,2
Lgals9,198,1,0,-1,-1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,0,-1,-2,-2,-1,-2,-4,-4,-4,-3,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-1,0,0,1,1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,2,2,0,-2,-1,-1,-1,-1,0,0,0
Lyn,581,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-3,-2,-1,-1,0,0,1,1,1,1,2,3,3,3,3,4,4,4,5,5,5,5,4,4,6,6,5,4,3,3,4,3,2,3,3,3,2,2,2,2,2,1,1,1,1,0,1,1,1,0,1,1,2,2,1,1,1,1,2,2,3,3,3,1,1,1,1,1
Ly6i,134,0,-1,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-3,-3,-3,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-3,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,-1,0,1,1,2,3,3,3,3,3,4,4,4,3,2,1,1,0,-1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2
Mark2,938,1,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,0,1,1,2,2,1,1,1,1,0,0,0,0,2,2,2,1,2,2,3,3,3,3,2,2,2,2,2,0,0,0,-1,-1,-1,-1,-2,-2,-3,-3,-2,-2,-2,-2,-3,-2,-3,-1,-1,0,0,0,0,0,1,1,1,1,1,3,3,4,4,4,3,3,4,4,6,7,6,6,6,6,6,4,6,5,5,4
Map2k4,427,4,3,3,2,2,1,0,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,4,5,4,4,5,5,5,6,7,6,6,6,7,7,6,5,5,5,4,4,4,4,4,4,4,5,5,4,2,1,1,0,0,0,0,0,0,-1,-2,-2,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-6,-6,-8,-7,-7,-6
Map2k6,360,1,0,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,5,6,6,6,7,6,6,8,8,7,8,8,8,8,8,7,7,6,5,5,5,4,3,3,3,3,3,3,4,4,3,1,0,0,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-4,-3,-4,-4,-4,-4,-4,-4,-2,-2,-2,-1,-1,-1,-3,-4,-4,-3,-2,-2
Mdm2,531,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
Mbnl1,341,3,1,1,0,0,1,1,1,1,0,1,2,1,1,1,1,0,1,1,2,1,2,2,2,1,0,0,0,1,0,1,2,2,4,3,2,2,3,3,3,3,2,2,2,2,2,4,4,4,3,2,2,2,2,3,4,4,4,3,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Marchf5,278,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1,1,2,2,2,4,3,4,4,5,5,5,4,5,5,4,4,3,3,3,3,2,1,1,1,1,1,1,1,2,1,1,1,2,3,2,2,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,1,0
Mbnl2,373,4,2,1,0,0,1,1,1,1,0,1,2,1,1,1,1,0,1,1,2,1,1,1,1,0,-1,-1,-1,0,-1,0,1,2,4,3,2,2,3,3,3,3,2,2,2,2,2,4,4,4,3,2,2,2,2,3,4,4,4,3,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Mecp2,1828,-2,-3,-2,-2,-1,-2,-3,-2,-1,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,0,-1,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-4,-4,-4,-4,-4,-5,-5,-5,-6,-5,-5,-3,-3,-3,-3,-4,-5,-4,-4,-5,-4,-4,-4,-4,-4,-4,-3,-3,-5,-4,-4,-4,-4,-4,-3,-2,-3,-3,-4,-3,-3,-4,-3,-3,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-4
Mitf,352,1,0,-1,-2,-2,-2,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-2,-2,-3,-3,-3,-5,-6,-5,-4,-4,-4,-6,-6,-5,-5,-4,-5,-6,-6,-6,-6,-6,-6,-7,-8,-8,-8,-8,-8,-8,-8,-7,-6,-6,-6,-5,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-3,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,0,-1,-1
Mefv,269,-6,-7,-6,-6,-6,-6,-5,-5,-5,-6,-5,-5,-5,-5,-6,-6,-6,-5,-4,-4,-3,-3,-3,-3,-2,-2,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-5,-6,-5,-6,-6,-6,-7,-7,-7,-8,-9,-10,-11,-11,-11,-11,-11,-10,-10,-9,-9,-9,-8,-8,-8,-8,-8,-7,-7,-5,-5
Mff,250,1,0,0,1,1,0,-1,-2,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-3,-2,-2,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-2,-2,-1,-1,-1,-1,0,0,1,2,2,2,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,-1,-2,-3,-3,-2,-2,-3,-3,-2,-2,-1,0,0,0
Mtdh,910,3,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,4,4,4,3,2,3,2,2,2,1,1,0,0,0,0,0,0,1,0,-1,-1,0,1,2,2,1,0,1,0,0,0,0,0,1,0,-1,1,1,1,2,3,4,3,3,3,3,3,2,3,3,4,2,1,0,0,-1,-1,-2,-1,-2,-2,-2,-2,-2
Mnda,425,4,4,3,3,4,4,2,2,1,1,1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-2,-3,-2,-3,-3,-3,-4,-4,-5,-4,-4,-3,-3,-2,-4,-3,-3,-4,-4,-4,-4,-4,-4,-3,-2,-1,-1,-2,-2,-2,0,2,0,1,1,0,1,1,1,0,0,-1,-1,-2,0,0,0,1,1,1,1,1,1,0,-1,-2,-2,-1,-1,-1,-2,-3,-2,-3,-3,-3,-2,-2,-3,-2,-2,-2,-2,-1,-3,-4,-4
Mta2,495,-1,-2,0,0,-1,-2,-2,-1,-1,0,0,1,1,1,2,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,0,-1,-1,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-3,-3,-3,-5,-6,-6,-6,-7,-6,-6,-6,-5,-6,-6,-6,-7,-7,-6,-7,-7,-6,-6,-5,-4,-3,-3,-3,-3,-2
Ndrg1,394,-3,-5,-5,-6,-6,-6,-7,-6,-7,-6,-6,-6,-5,-5,-6,-6,-6,-6,-5,-6,-6,-5,-5,-4,-4,-4,-3,-3,-3,-2,-2,-1,-1,-1,-1,-1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-3,-3,-3,-2,-2,-3,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3
Ms4a7,267,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,1,1,1,2,3,2,3,3,3,3,3,3,1,2,1,0,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-3,-2,-2,-2,-2,-2,-3,-4,-3,-4,-4,-4,-4,-4,-4,-3,-4,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nod1,574,4,3,4,4,5,4,4,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-2,-2,-3,-3,-3,-3,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,2,1,1
Nub1,638,10,9,8,8,9,9,9,9,9,8,9,7,6,7,7,6,6,6,7,7,6,6,6,6,4,4,5,4,3,2,2,2,2,3,1,1,1,2,3,3,2,2,4,3,2,2,2,1,0,-1,-1,-2,-2,-3,-2,-3,-5,-4,-3,-2,-1,-1,-1,-3,-1,-1,-1,-2,-3,-4,-4,-3,-3,-3,-2,-2,-2,-1,-1,0,-1,0,0,0,0,1,3,3,3,3,2,1,2,4,3,3,3,2,2,4
Nr3c1,446,1,-1,-2,-2,-2,-3,-3,-4,-4,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-6,-7,-8,-9,-9,-7,-6,-5,-3,-2,-1,-1,-1,-1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,2,2,3,4,5,5,6,5,4,3,2,0,0,0,1,1,0,0,1,2,2,3,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4
Nono,290,-2,-3,-2,-2,-2,-1,0,1,1,1,0,0,1,0,1,1,2,1,1,0,-1,-1,-2,-2,-1,-2,0,-1,-1,-1,-3,-2,-2,-2,-1,-2,-2,-1,-1,0,1,0,0,-1,-2,-3,-4,-4,-3,-2,-2,-2,-1,-2,-2,-2,-3,-1,-1,-2,-1,-2,-1,0,-1,-1,-2,-3,-1,-1,-1,-1,-2,-1,0,1,1,0,-1,-1,1,2,3,3,3,3,3,3,3,3,2,1,0,0,1,3,3,2,0,-1
Oas3,1138,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,3,3,4,4,5,6,6,6,7,7,6,6,6,6,7,7,7,7,7,8,8,8,8,7,6,5,4,4,4,4,3,2,1,1,1,0,0,0,-2,-2,-1,-1,-1,-1,-2,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,0,1,1,1,1
Oasl2,260,-4,-5,-5,-5,-3,-3,-3,-2,-2,-2,-2,-3,-2,-1,0,0,0,0,1,2,3,3,4,4,3,4,3,4,4,4,3,3,3,2,1,1,1,1,1,1,2,4,5,5,4,3,3,3,2,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,1,1,0,-1,-2,-1,-1,1,0,0,0,0,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2
Oasl1,511,1,-1,-2,-2,-2,-3,-2,-2,-2,-2,-2,-3,-3,-3,-4,-3,-2,-3,-3,-3,-2,-3,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,0,0,1,2,2,2,2,2,3,3,3,3,2,2,4,4,4,3,3,4,2,2,2,2,1,2,2,1,1,1,0,0,0,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,1,2,2,1
Nfkbiz,596,-1,-1,-1,0,0,-1,-1,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-1,-2,-1,0,0,0,0,-1,-1,-1,-2,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-2,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,-2
Pdzd11,1491,-2,-3,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,0,0,1,1,1,2,2,1,1,0,0,0,-1,-2,-2,-3,-3,-4,-4,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-3,-3,-3,-2,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3
