Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Mcmbp,734,-3,-4,-4,-3,-2,-1,1,0,0,0,1,1,1,3,3,3,3,2,4,4,4,4,5,6,7,7,8,6,4,4,5,6,6,5,4,4,3,3,3,3,2,1,1,-1,-1,-2,-3,-2,-3,-3,-3,-4,-5,-6,-7,-7,-9,-8,-7,-7,-7,-8,-8,-8,-9,-9,-9,-8,-8,-8,-9,-9,-9,-8,-7,-7,-6,-6,-7,-8,-8,-7,-5,-4,-3,-3,-2,-2,-3,-4,-5,-5,-5,-6,-5,-5,-5,-5,-5,-4
Itpkb,405,2,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-3,-3,-4,-4,-5,-3,-4,-3,-4,-4,-3,-3,-2,-3,-2,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-2,-2,0,0,0,1,1,1,0,0,-1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2,2
Lage3,148,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,3,3,2,1,1,1,1,1,1,1,1,-1,-1,-2,-2,-3,-2,-2,-3,-3,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,-1,-2,-1,0,0,0,0,-1,-2,-2,-1,0,0,2,2,2,1,1,1,1,1
Lpin2,893,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,1,1,1,1,2,2,3,3,4,4,4,3,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,0,0,-1,-2,-2,-2,-2,-3,-4,-6,-5,-7,-8,-9,-8,-9,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-7,-7,-8,-8,-8,-8,-7,-6,-6,-6,-7,-6,-5,-5,-4,-2,-1,-1,0,-1,-2
Lbr,648,10,10,11,10,9,9,9,9,8,8,7,6,5,3,2,1,-1,-2,-3,-4,-3,-4,-5,-6,-8,-10,-10,-10,-11,-11,-11,-13,-13,-13,-12,-12,-12,-12,-11,-11,-10,-9,-9,-8,-9,-8,-7,-6,-6,-5,-5,-5,-4,-3,-1,1,1,2,3,3,3,4,4,4,3,3,3,3,3,2,2,1,1,2,4,4,4,4,4,4,4,4,5,5,4,2,2,2,2,1,1,1,1,0,-1,-1,0,0,0,2
Mthfr,654,1,0,0,0,1,1,0,-1,-1,-2,-1,-1,-2,-1,-2,-1,-1,0,0,1,2,3,3,3,3,3,1,3,3,3,2,2,1,1,1,1,1,3,3,4,2,2,3,2,2,1,2,1,2,1,-1,-1,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-2,-1,-1,-1,-2,-1,-2,-2,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2
Mlh1,3329,3,2,2,1,1,1,0,-1,-3,-3,-3,-3,-3,-2,-2,-3,-4,-4,-6,-7,-7,-8,-8,-6,-6,-6,-6,-6,-7,-7,-7,-7,-7,-5,-4,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,1,1,2,3,1,2,2,2,2,3,3,3,2,2,1,1,1,2,0,0,0,1,1,1,1,1,1,2,2,3,3,3,3,3,5,5,5,6,6,5,5,5,6,5,5,5,5,4,5,5,6
Mmp13,472,-4,-6,-6,-6,-7,-8,-9,-9,-9,-9,-9,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-7,-5,-3,-2,-1,-1,-1,0,1,2,1,2,2,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2,1,0,0,-1,-2,-3,-3,-3,-2,-1,-1,0,1,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1,2,2,2,2,3,3,4,3,2,2,1,1,1,0
Nampt,483,0,-2,-2,-2,-2,-1,-1,0,0,1,1,1,1,2,3,4,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,5,4,3,3,2,2,2,2,2,2,1,1,-1,-1,-2,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-3,-2,-1,-1,-1,-2,-3,-3,-3,-4,-4,-3,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-6,-7,-6,-6,-5,-4,-4,-4,-3
P4ha1,789,-1,-3,-3,-3,-3,-4,-3,-3,-3,-2,-2,-2,-3,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-1,0,-1,-1,0,-1,-2,-3,-2,-2,-2,-1,-1,-2,-2,-2,-3,-2,-2,0,-1,-1,-1,-2,-3,-3,-4,-3,-4,-3,-3,-3,-2,-2,-2,0,1,3,3,3,3,2,1,1,1,2,2,1,2,0,0,0,0,1,2,3,3,3,4,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,-1,-1
Nos2,1031,1,0,0,0,-1,-1,0,-1,-2,-1,-1,-3,-3,-4,-4,-4,-3,-3,-3,-2,-2,-2,-1,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-5,-4,-4,-5,-5,-4,-2,-2,-2,-2,-2,-2,-1,-1,0,0,-1,0,1,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,4,4,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1
Patl1,983,1,1,1,-1,-1,-1,-2,-1,0,0,1,1,2,2,3,3,5,5,4,3,3,3,2,3,2,1,1,0,-1,-1,-1,-3,-2,-2,-1,-1,0,0,-1,0,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-3,-3,-2,-2,-1,-1,-1,-1,-1,-2,-1,0,0,1,0,1,2,2,2,1,1,2,1,2,2,2,1,0,-1,-1,-1,-1,-1,-2,-3,-2,-2,0,1,2,1,1,1,1,1,0,-1,-1,-1,0
Papss2,621,6,6,6,6,6,6,5,5,6,6,5,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,4,3,3,3,2,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-1,0,-1,0,-1,-2,-2,-2,-1,0,0,0,-1,-1,0,1,2,2,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1
Pfkl,2444,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-3,-3,-5,-4,-4,-4,-4,-3,-2,-2,-2,-2,-3,-4,-4,-4,-4,-4,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-4,-4,-5,-5,-3,-3,-2,-2,-3,-3,-3,-4,-4,-4,-3,-1,0,1,1,1,0,0,1,2,1,1,1,0,-1,-1,0,0,2,3,2,3,3,3,5,6,5,7,7,8,8,8,9,9,10,11,10,11,10,11,13,13
Pgm1,562,7,6,6,5,5,5,5,4,3,3,3,3,3,3,4,4,3,3,2,2,2,2,3,2,0,-1,-1,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,-1,-1,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
Pip5k1a,929,-3,-4,-4,-4,-6,-4,-4,-4,-3,-1,-1,-2,-1,0,2,2,3,3,3,4,4,4,4,4,5,6,7,6,7,8,8,8,9,9,10,9,9,9,8,7,7,7,6,5,4,4,4,4,3,2,1,0,0,0,-1,-2,-2,-2,-3,-4,-4,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-6,-5,-5,-5,-6,-6,-6,-6,-5,-5,-4,-3,-3,-3,-2,-2,-2,-1,0,1
Ncf4,304,-5,-7,-6,-5,-5,-5,-5,-5,-6,-6,-5,-5,-4,-4,-4,-4,-3,-3,-1,0,0,0,1,1,1,1,1,2,4,4,6,7,6,5,5,5,5,5,6,6,5,4,5,5,6,6,4,4,4,4,4,4,3,3,3,3,3,2,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,-2,-2
Pfkfb3,997,4,3,4,3,3,3,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,6,6,6,6,7,7,7,8,8,9,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,6,6,6,5,4,3,4,3,3,2,2,1,0
Plod3,741,1,0,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,0,1,1,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,2,3,3,3,4,5,4,3,2,3,3,3,2,2,4,3,2,2,2,3,3,3,1,1,1,0,0,0,0,-1,-1,-2,-2,-2,-4,-5,-4
Pla2g4a,740,3,2,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-2,-1,-1,-1,0,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-2,-1,-1,-2,-4,-5,-5,-6,-6,-7,-7,-7,-6,-6,-6,-7,-8,-8,-8,-7,-7,-7,-6,-6,-6,-6,-5,-5,-5,-4,-3,-3,-4,-3,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-2
Ppp2r5a,486,3,3,3,3,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,8,7,7,7,7,7,7,6,5,5,5,5,3,3,3,2,2,0,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-3,-3,-3,-3,-5,-4,-3,-3,-2,-3,-2,-1,0,1,1,1,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,0,0,1,0,0,0,1,1,-1,-1,-2,0,0,-1,-2,-2
Pdk3,391,6,5,4,3,2,2,2,2,1,1,2,3,3,2,2,2,3,3,2,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,0,0,0,1,2,2,1,0,0,2,3,3,1,1,3,4,3,3,3,3,4,4,5,5,5,5,5,6,6,6,5,5,4,3,3,2,2,2,2,1,0,0,0,0,-1,-1,0,0,0,-1,-2,-2,-3,-3,-3,-4,-3,-3,-3,-3,-3,-3,-2,-2,-1,0
Prdx1,199,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-2,-1,-1,-1,-2,-1,0,-1,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,2,1,1,1,1,1,1,1,1,1,0,0,2,3,3,3,3,3,2,2,2,2,2,3,3,1,-1,-1,-1,-1,-1,0,0
Pfkp,620,3,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,1,2,2,2,2,3,3,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
Prdx5,210,7,5,5,5,5,4,4,3,3,3,4,4,3,3,3,3,3,3,2,2,2,2,2,3,3,3,1,1,1,0,-1,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,0,1,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,5,5,4,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0
Poldip3,420,4,4,4,6,6,6,6,7,8,8,8,7,6,5,5,5,6,6,5,5,4,4,4,5,4,3,3,4,4,5,5,4,4,3,2,2,3,3,4,4,4,4,5,4,4,5,3,4,4,4,4,5,4,3,4,5,6,5,6,5,6,6,6,5,6,7,5,5,4,4,4,5,5,6,6,5,6,5,5,5,6,5,7,7,6,6,4,4,4,3,3,3,3,4,5,5,7,7,7,7
Psmd4,376,-1,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,0,1,1,2,2,1,0,0,0,1,1,1,1,1,0,0,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-2,-2,-1,-1,-1,-1,-1,0,0,1,1,1,1,2,2,3,3,4,4,4,4,4,4,5,6,6,6,6,6,7,6,6,7,7,8,8,8,7,7,6,6,6,6,6,5,4,4,2,3,2,2,2,3,3,2,3
Plcl2,1128,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,3,3,3,2,2,2,2,1,0,0,0,0,1,1,1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-2,-2,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,2,1,2,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,5,6,5,6,7,8,8,8,8,7,8,8,7,7
Prkdc,4128,-1,-2,-2,-1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,0,2,2,2,2,2,1,0,0,1,0,0,1,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,-2,-2,-2,-2,-2,-2,-1,0,-1,0,0,-1,0,1,1,1,1,0,1,1,1,2,2,4,3,3,4,4,2
Ptpn2,837,4,3,2,2,2,1,1,1,1,0,-1,-1,-1,0,-1,-1,-2,-3,-3,-3,-3,-2,-2,-2,-2,-3,-3,-4,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,2,2,2,1,1,1,0,1,2,2,2,2,1,0,0,2,2,2,2,2,1,2,2,3,3,3,2,1,1,2
Psat1,370,2,0,1,2,2,1,1,1,1,1,1,0,0,0,0,1,0,0,-1,-1,-1,0,0,0,1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1
Psmb9,219,-1,-2,-2,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-4,-4,-3,-2,-2,-2,-1,-1,-1,-2,-1,-1,-1,-1,0,0,1,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,0,0,-1,-1,-1,0,-1,-2,-2,-2,-2,-2,-3,-4,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-4,-4,-4,-3,-3,-2,-2,-1,-2,-3,-2,-2,-2,-2,-2,-1,-1,0,1,1,0,0,1,0,0,0
Rbm14,1262,3,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,3,3,2,2,2,2,3,3,3,3,4,4,4,5,6,6,7,8,8,8,8,8,8,8,7,6,6,5,5,5,4,3,3,1,0,0,-1,-1,-1,-1,-2,-3,-2,-3,-4,-4,-5,-5,-6,-6,-6,-7,-7,-7,-8,-7,-7,-7,-7,-7,-6,-5,-4,-3,-3,-3,-3,-3,-3,-3,-2,-1,-2,-2,-1,-1,-1,-2,-1,0,-1,0,0,0
Rab43,215,2,1,2,2,3,3,3,3,2,2,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,1,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,-2,-2,-2,-2,-3,-3,-3,-3,-4,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1
Rnf114,229,0,-1,-1,-1,-1,-2,-2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,0,0,-1,-2,-2,-1,-1,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,3,3,3,3,3,3,1,1,0,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,2,2,1,1,1,2,2,3,3,3,3,4,4,4,5,4,4,4,5,5,5,4,4,3,3
Rnf115,207,5,5,6,6,5,4,3,3,4,4,3,3,3,3,2,2,3,3,4,3,3,2,2,1,0,1,1,1,1,1,1,0,-1,-2,-2,-2,-2,-2,-4,-3,-3,-3,-3,-3,-2,-2,-2,-2,-3,-1,-1,-1,-2,-1,0,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,0,1,0,-1,-1,-1,0,-1,-2,-2,-2,-2,-3,-3,-3,-2,-1,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-2,-3,-3
Samhd1,658,1,0,1,1,1,1,1,1,0,0,0,0,1,2,1,3,3,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,-1,-3,-3,-3,-3,-2,-3,-3,-4,-6,-6,-6,-6,-6,-6,-7,-7,-6,-6,-6,-5,-6,-5,-4,-3,-2,-2,-2,-2,-1,-2,-1,0,-1,-1,-1,0,0,1,2,2,2,1,0,-1,1,1,-1,-2,-2,-3,-2,-3,-4,-4,-5,-5,-4
Ptpn1,432,-5,-6,-5,-4,-3,-4,-2,-2,-1,1,1,3,2,3,3,4,4,5,4,4,4,4,5,4,3,3,5,5,6,7,7,7,6,4,4,3,2,2,2,1,1,0,0,0,0,-2,-3,-4,-3,-2,-2,-2,-2,-1,-1,-1,-2,-2,-3,-3,-3,-3,-2,-1,-1,0,0,-1,-1,-1,-1,-2,-2,-2,-2,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,3,3,2
Rnaseh2c,166,4,3,2,2,2,2,3,3,3,4,5,4,4,3,3,2,3,2,2,2,2,2,1,2,2,1,1,0,-1,-1,-1,-1,-1,-1,0,1,2,2,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-3,-4,-3,-3,-4,-5,-5,-5,-6,-6,-6,-7,-6,-6,-5,-7,-6,-5,-5,-5,-5,-5,-6,-6,-6,-6
Sart1,806,2,2,2,3,2,1,1,2,1,2,3,3,4,4,4,4,4,4,4,4,4,3,4,5,6,7,7,9,8,9,9,8,7,7,8,8,7,7,8,7,7,5,5,4,4,5,5,5,5,5,5,7,5,5,4,3,3,1,2,1,0,1,3,2,3,4,3,3,3,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,0,0,0,1,1,1,2,0,-2,-2,-3,-3,-2,-2,-3,-1
Senp1,893,1,0,0,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,1,0,0,-1,-2,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,0,0,-1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2
Rps6kc1,1056,2,2,2,2,2,3,3,3,3,4,6,6,6,4,3,3,3,2,2,3,3,3,3,4,4,3,2,2,3,4,4,3,4,3,3,2,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,2,1,2,2,2,2,2,0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,0,1,0,-1
Smg9,517,3,2,2,3,3,3,3,4,3,4,3,3,3,3,3,4,2,2,0,0,1,-1,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-2,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1
St3gal1,337,5,4,3,2,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,4,4,5,4,3,3,3,2,2,2,2,2,2,2,1,1,0,-1,-2,-2,-1,-1,-1,-1,-1,0,0,1,2,0,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,1,2,3,4,4,4,2,2,2,2
Sting1,337,5,4,4,4,4,4,4,5,4,4,4,4,3,3,2,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,-1,-2,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
Syk,618,-1,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,1,1,2,1,1,1,2,1
St3gal5,287,-1,-3,-3,-3,-3,-3,-2,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-2,-1,0,1,1,1,2,3,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,3,3,2,1,1,0,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,-2,-2,-3,-3,-3,-3
Synj1,486,0,-1,-2,-3,-3,-3,-1,0,0,0,-1,-1,0,0,0,0,1,0,1,1,3,3,2,3,3,2,1,1,1,0,-1,-2,-1,0,1,2,1,2,2,2,3,2,3,3,3,3,3,4,3,3,1,2,3,2,2,2,2,2,2,1,1,1,2,2,1,-1,-1,-2,-2,-3,-3,-1,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-3,-2,-2,-1,-1,-1,-1,0,0,0,0,2
Trim12a,284,1,0,0,0,0,0,0,-1,-1,-1,-2,-1,0,0,-1,-1,-1,0,0,-1,0,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,4,3,5,4,4,4,4,5,5,5,5,4,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,5,4,3,3,3,2,2,2,2,3,3,5,5,4,3,3,4,4,4,4,4
Trim14,314,0,-2,-2,-2,-2,-3,-3,-3,-2,-3,-3,-4,-4,-5,-4,-4,-4,-4,-4,-4,-3,-5,-6,-4,-5,-5,-5,-4,-4,-5,-5,-4,-4,-4,-5,-4,-4,-3,-4,-3,-2,-1,-2,-2,-2,-3,-3,-4,-3,-3,-4,-3,-3,-4,-4,-5,-6,-5,-4,-4,-4,-4,-5,-5,-4,-4,-4,-5,-4,-4,-5,-5,-4,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-2,-2
Supt6h,198,6,5,6,6,7,8,9,7,7,6,5,5,5,5,5,4,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,3,2,1,0,0,0,-1,-1,-2,-2,-2,-1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-2,-1,-1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,0,2,3,3,1,1,0,0,1,2,3,2
Ubap1,565,2,1,1,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,-1,-2,-2,-3,-3,-4,-4,-6,-6,-5,-5,-5,-5,-4,-4,-4,-4,-5,-6,-6,-6,-6,-5,-5,-5,-6,-5,-4,-4,-5,-4,-4,-4,-4,-5,-5,-4,-3,-3,-3,-2,-1,-1,-2,-1,0,1,3,5,5,5,5,5,5,5,6,5,5,5,5,6,7,7,7,9,11,10,10,10,10,9,8,8,7
Trex1,314,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,2,3,3,2,3,3,3,3,3,2,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,0,-1,-1,0,-1,0,0,1,1,0,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,0,1,1,1,1,1,0,0,1,1,2,2,2,2,0,1,0
Ube2h,113,-2,-3,-3,-4,-4,-4,-5,-5,-5,-5,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-3,-2,-2,-3,-3,-3,-2,-2,-1,-1,0,-1,-1,-1,-1,0,0,0,1,0,-1,-1,-1,1,0,0,-1,-2,-2,-2,-2,-4,-4,-3,-2,-3,-4,-4,-5,-5,-7,-6,-6,-7,-8,-10,-10,-10,-11,-10,-10,-11,,,,,,,,,,,,,,,,
Trim21,531,-1,-2,-1,-2,-3,-3,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,0,1,0,0,0,0,-1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,0,0,-1,-2,-1,-1,-2,-1,-1,0,1,1,1,1
