Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Carhsp1,223,-3,-5,-4,-3,-3,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-4,-2,-1,0,1,2,2,2,2,3,3,2,1,2,2,2,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,3,2,2,2,3,3,3,2,2,1,1,1,0,0,0,0,-1,-2,-2,-2,-1,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-3,-3,-3,-3,-2,-1,-1,-1,0,0,0,0,1,1,1,2,1,1,1
Casp1,192,-4,-6,-6,-7,-7,-8,-7,-6,-6,-5,-5,-5,-5,-6,-5,-5,-5,-5,-4,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-2,-1,0,0,1,1,1,0,0,0,-2,-2,-3,-3,-3,-3,-3,-4,-4,-5,-5,-4,-4,-3,-3,-3,-3,-3,-2,-2,-3,-5,-5,-4,-4,-4,-3,-2,-2,-2,-1,-1,1,0,0,1,1,2,2,2,2,1,2,2,3,3,3,3,2,2,1,2,1,0,0,-1,-1,-1,-2,-3,-3
Casp3,192,-4,-6,-6,-7,-7,-8,-7,-6,-6,-5,-5,-5,-5,-6,-5,-5,-5,-5,-4,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-2,-1,0,0,1,1,1,0,0,0,-2,-2,-3,-3,-3,-3,-3,-4,-4,-5,-5,-4,-4,-3,-3,-3,-3,-3,-2,-2,-3,-5,-5,-4,-4,-4,-3,-2,-2,-2,-1,-1,1,0,0,1,1,2,2,2,2,1,2,2,3,3,3,3,2,2,1,2,1,0,0,-1,-1,-1,-2,-3,-3
Cacybp,325,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,3
Cast,381,3,2,2,2,2,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc25,666,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,1,-1,-3,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,0,0,1,1,2,2,2,2,2,2,1,1,1,0,0,-1,-1,0,1,1,0,0,0,0,0,1,1,2,2
Cbl,427,4,3,3,2,2,1,0,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,4,5,4,4,5,5,5,6,7,6,6,6,7,7,6,5,5,5,4,4,4,4,4,4,4,5,5,4,2,1,1,0,0,0,0,0,0,-1,-2,-2,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-6,-6,-8,-7,-7,-6
Ccdc124,217,7,6,7,5,4,3,2,2,3,3,4,2,1,0,1,1,0,0,0,0,-1,0,1,1,0,-1,0,0,1,1,1,1,-1,0,0,0,2,3,4,3,2,3,5,6,5,4,3,2,0,-1,1,1,1,0,1,3,2,3,3,2,1,1,2,3,3,4,4,3,2,3,2,1,0,0,1,3,3,4,6,6,4,4,3,2,3,2,3,3,2,2,1,1,1,0,-1,-2,-3,-3,-3,-2
Ccr1,359,-3,-4,-4,-3,-4,-5,-5,-4,-5,-5,-5,-6,-5,-4,-5,-5,-5,-5,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,2,2,3,2,2,2,2
Ccl2,373,-1,-1,-1,-2,-2,-2,-2,-2,-3,-2,-2,-1,-2,-2,-3,-4,-4,-3,-4,-4,-4,-4,-3,-2,-1,0,0,1,2,2,2,1,1,1,1,2,1,0,0,-1,-1,-1,0,0,0,1,1,0,2,2,1,1,1,0,0,-2,-2,-1,0,0,0,0,1,0,-1,-1,0,2,2,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,1,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-2,-2
Ccdc88b,1481,2,1,1,0,0,-1,-1,-1,-2,-3,-5,-6,-7,-8,-9,-10,-11,-12,-13,-13,-13,-13,-13,-13,-14,-13,-12,-12,-12,-11,-10,-10,-10,-9,-9,-9,-9,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,3,3,3,3,4,4,5,5,4,5,4,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4,5,5,6,5,4,4,4,3,1,1,1,0,0,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2
Ccnk,554,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-2,-2,-2,-2,-3,-3,-1,-1,0,0,-1,-1,-1,0,0,1,0,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,0,1,1,1,0,0,0,1,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,2,2,1,2,3,3,4,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2
Ccrl2,247,2,1,1,1,1,1,2,2,3,3,3,3,2,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,2,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,1,1,1,0,0,-1,0,0,0,0,-1,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,0,0,0,0,0,0,0,-1,-1
Cdc42ep2,214,7,6,6,6,5,5,4,4,5,5,4,3,3,3,2,1,1,0,-1,-1,-3,-3,-4,-3,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-3,-4,-4,-5,-6,-7,-7,-7,-6,-6,-6,-6,-6,-5,-5,-5,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-6,-6,-6,-5,-4,-4,-3,-1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,2
Cd38,365,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2
Cebpb,424,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,1,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,0,-1,-2,-2,-2,-2,-2,-2,-2
Cdc5l,448,-3,-4,-4,-3,-3,-4,-4,-3,-3,-3,-2,-1,0,0,1,2,3,5,7,7,7,7,7,8,9,9,9,9,9,7,6,6,5,5,4,4,4,4,5,6,5,5,5,5,5,4,3,2,1,1,1,0,0,-1,-3,-3,-2,-2,-4,-3,-2,-2,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-4,-5,-5,-5,-5,-6,-5,-6,-6,-5,-5,-6,-6,-7,-8,-8,-7,-7,-7,-6,-6,-6,-5,-6,-6,-6,-6,-6
Cers6,414,-1,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,1,0,1,2,2,2,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,2,1,1,0,1,2,1,1,1,1,0,1,1,1,0,-2,-1,0,0,0,1,1,1,2,2,1,0,1,1,1,3,4,4,5,4,4,4,5,5,6
Cdv3,281,5,4,4,5,5,6,7,6,6,6,7,7,7,7,7,7,6,7,5,4,3,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,-1,-1,0,1,1,1,2,1,0,0,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-2
Cemip2,1383,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,6,5,5,4,4,4,4,4,4,3,3,3,3,2,0,0,1,1,1,1,-1,-1,0,1,2,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,6,6,5,5,5,5,6,6,5,4,4,3,2,2,0,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,0,0,-1,-1,-1,-1,-2,-2
Chmp2a,444,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-2,-2,-2,-1,-2,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,0,2,2,3,3,3,2,2,2,1,2,2,1,2,2,3,2,2,1,2,4,5,4,5,7,6,6,6,6,6,7,5,4,3,3,3,4,4,3,3,3,3,4,2,2,0,1,0,0,-2,-3,-5,-5,-6,-8,-7,-6,-6,-6,-6,-7,-6,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4
Cept1,416,3,2,2,2,3,2,2,2,1,0,-1,-1,-1,0,0,1,1,2,2,3,4,4,3,2,2,3,3,3,3,3,3,4,4,4,3,2,2,2,2,2,2,2,2,1,1,0,0,0,1,0,-1,-1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cflar,971,-3,-4,-5,-4,-3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-2,-2,-2,-1,-1,0,1,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,5,5,4,4,3,3,4,3,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,5,6,5,5,4,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,0,0,0,0,0,0,1,0
Cfb,761,0,-1,0,0,0,0,0,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,2,2,3,3,2,2,3,3,3,4,4,3,4,4,3,2,2,1,1,1,0,1,1,1,2,1,2,2,1,1,1,1,-1,-1,0,0,-1,-1,-1,-2
Clec4a1,245,0,-1,-2,-2,-2,-2,-2,-2,-2,0,1,1,1,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1,0,-1,-1,-2,-3,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,2,2,2,2,3,4,3,2,2,2,2,1,1,1,1
Cggbp1,167,3,2,3,1,1,1,0,-1,-1,-1,0,0,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,0,-1,-1,-1,0,-1,-1,-1,1,1,2,3,4,4,5,5,6,6,5,5,4,3,3,3,3,4,5,6,6,6,5,5,5,5,5,6,6,6,5,5,4,4,4,4,2,2,1,1,2,2,3,3,3,3,4,3,2,1,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,0
Cfp,1663,1,0,0,0,0,0,0,1,1,0,0,-1,-2,-2,-2,-2,-2,-3,-3,-3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-5,-5,-5,-4,-4,-3,-2,-3,-2,-2,-2,-1,-1,-1,0,0,0,0,1,2,2,2,2,2,3,3,3,4,4,5,3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1
Cmklr1,216,1,0,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,4,3,3,2,2,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-2,-2,-1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2
Cmpk2,447,7,6,6,7,7,8,8,8,7,7,6,6,6,5,5,4,4,4,3,2,2,2,2,0,0,0,-1,-1,0,-1,-1,0,0,-1,-2,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,2,2,2,3,3,3,3,2,2,3,4,4,4,4,4,5,5,5,5,6,7,7,7,7,6,6,6,6,5,4,4,4,3,2,2,2
Clic5,583,1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,-1,-1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,2,2,3,4,3,3,3,3,2,1,3,4,3,3,3,3,3,3,4,4,6,6,6,6,6,6,5,4,4,3,2,1,0,-1,-1,-2,-2,-2,-1,0,-1,-2,-1,-1,-1,-1,0,-1,-2,-2,-3,-3,-5,-6,-6,-6,-5,-4,-4,-5,-4,-3,-3,-3,-3,-2,-2,-2,-2
Chmp4b,802,-2,-3,-5,-6,-7,-7,-7,-6,-6,-5,-6,-6,-6,-5,-5,-6,-7,-8,-8,-8,-9,-8,-8,-8,-8,-8,-7,-7,-6,-7,-7,-7,-6,-5,-4,-4,-4,-4,-5,-6,-4,-5,-4,-5,-6,-4,-3,-2,-2,-2,-2,-4,-3,-2,0,0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,0,-1,-1,-2,-2,-3,-2,-2
Cnp,1022,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,-1,-1,-2,-2,-2,-2,-2,-2,-3,-2,-3,-4,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,0,0,0,-1,-1,-1,1,1,0,0,0,0,1,1,2,2,2,2,2,2
Clec4n,209,3,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,0,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,0,0,0,0,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-3,-4,-3,-3,-3
Cnn3,330,1,-1,-1,0,0,0,-1,-2,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-3,-3,-2,-2,-3,-2,-2,-2,-1,0,0,0,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4
Copz1,177,-1,-2,-2,-3,-3,-3,-3,-2,-2,-1,-2,-2,-1,-1,-2,-3,-2,-2,-2,-2,-1,0,1,1,3,2,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,-1,-1,-1,-1,-2,-2,-2,-3,-4,-3,-4,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-3,-3,-2,-1,-1,-1,-2,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,-1,-2,-2,-1
Cndp2,475,1,0,0,0,0,-1,-2,-1,0,0,-1,-1,1,3,3,3,3,2,2,2,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,-1,-1,-1,1,0,0,0,1,0,-1,-2,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,1,2,2,2,1,1,0,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,-2,-2,-4,-4,-4,-4,-3,-3,-4,-4,-6,-6,-5,-5,-5,-5,-4,-4
Coro2a,524,4,3,3,4,4,4,4,3,2,2,2,1,1,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,0,0,-1,-1,0,-1,-2,-2,-2,-3,-2,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2
Creb1,477,0,-1,-1,-1,-1,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3
Cpeb4,704,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-3,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-3,-3,-5,-4,-4,-3,-3,-3,-4,-4,-3,-3,-4,-3,-4,-4,-5,-5,-5,-5,-5
Ctsc,461,2,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,-1,-1,0,0,0,0,0,-1,-2,-1,-1,0,0,0,0,1,2,2,1,1,1,1,0,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,-2,-2,-2,-2,-2,-3,-4,-4,-4,-3,-3,-3,-3,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1
Cwc15,229,3,2,2,3,2,2,1,1,1,1,3,3,4,3,4,4,3,3,2,1,2,2,2,1,1,2,2,3,1,1,2,3,2,1,1,0,1,0,1,1,0,0,0,-1,-1,-1,0,-1,0,1,1,2,2,3,3,2,2,1,2,2,1,1,3,3,5,6,4,5,4,4,4,4,3,4,2,2,0,0,-1,-1,-1,-3,-3,-4,-5,-6,-7,-7,-8,-9,-10,-11,-13,-14,-16,-17,-16,-16,-16,-16
Cybb,570,0,0,0,0,-1,-2,-2,-2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,1,0,0,0,0
D17h6s53e,293,7,6,6,5,4,3,3,2,2,2,2,2,0,0,-1,-1,-2,-3,-5,-5,-5,-6,-7,-6,-6,-6,-6,-5,-4,-3,-5,-5,-5,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,2,2,1,1,2,2,2,3,4,3,2,1,2,3,4,3,3,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,2,2,2,3,3,1,0,-1,0,0,-1,-2,-3,-2,-3,-2,-2,-2,-2,-2
Ctsh,155,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-3,-2,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,2,1,1,0,0,0,2,1,1,0,0,0,0,-1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,3
Cyth2,629,0,0,1,2,1,1,1,0,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,4,4,4,3,3,3,2,1,0,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,3,2,2,2,2,0,-1,-2,-3,-2,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
Dctn4,3898,4,3,3,3,4,5,5,6,6,5,6,7,7,7,8,6,7,7,7,6,6,6,6,5,4,3,2,1,0,0,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,-2,-2,-2,-2,0,0,0,0,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,1,2,1,1,2,2,2,2,1,0,0,0,0
Cxcl16,736,0,-1,0,0,0,0,0,-1,-2,0,1,2,2,3,2,2,2,2,3,4,4,4,4,2,1,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,2,1,1,1,2,2,1,1,0,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-3,-3,-4,-5,-5,-6,-8,-9,-10,-11,-11,-11,-12,-12,-12,-13,-12,-13,-12
Daxx,182,1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-1,0,1,2,2,2,2,1,1
Dap,114,-1,-2,-2,-2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,-1,0,0,-1,-2,-2,-2,-3,-3,-3,-2,-2,-1,-2,-3,-3,-4,,,,,,,,,,,,,,,
Cxcl9,367,-4,-6,-6,-7,-6,-7,-7,-6,-8,-8,-8,-8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-6,-6,-5,-5,-5,-4,-4,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0
Dcp1a,602,5,4,4,4,4,4,4,5,5,4,3,2,1,0,0,0,0,0,-2,-2,-3,-3,-2,-2,-2,-2,-3,-3,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2,2,2,3,2,2,1,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2
Dhx58,678,1,0,2,2,1,1,1,1,1,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,3,2,1,1,2,2,1,1,0,2,2,2,3,2,2,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-4,-5,-5,-5,-6,-6,-5,-6,-7,-7,-7,-6,-6
Dnaja2,412,2,1,1,2,1,1,2,2,0,1,1,2,2,2,2,1,2,2,3,2,2,3,3,4,4,2,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,-2,0,-1,-1,-2,-2,-2,-2,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3,-4,-3,-3,-3,-2,-3,-3,-3,-2,-2,-2,-2,-2,-1,0,0,0,1,2,3,3,2,2,3,3,3,3,3,4,4,4,4,3,2,2,2,2
Dgkh,1211,1,0,0,-1,-2,-2,-2,-3,-3,-4,-4,-5,-5,-6,-6,-6,-6,-5,-5,-5,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,0,1,2,1,2,2,3,3,5,5,6,6,6,6,5,6,6,6,6,7,7,7,8,8,9,9,9,9,8,8,8,8,8,8,8,9,9,9,8,8,7,6,6,5,5,4,3,2,1,0,0,-1,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,-4,-3,-3,-4,-4
